,dropoff_node,pickup_node,distance,dropoff_longitude,dropoff_latitude,pickup_longitude,pickup_latitude
0,30,58,0.049803793760602205,0.0,0.0,0.0,0.0
0,30,59,0.06609533454585488,0.0,0.0,0.0,0.0
0,30,60,0.026150551404438775,0.0,0.0,0.0,0.0
0,30,61,0.07544892543689656,0.0,0.0,0.0,0.0
0,30,62,0.03270369617180446,0.0,0.0,0.0,0.0
0,30,63,0.05541361384054407,0.0,0.0,0.0,0.0
0,31,0,0.01783766578898202,0.0,0.0,0.0,0.0
0,31,1,0.08991979766545821,0.0,0.0,0.0,0.0
0,31,2,0.017171205452803963,0.0,0.0,0.0,0.0
0,31,3,0.06767365212823667,0.0,0.0,0.0,0.0
0,31,4,0.0561835716978399,0.0,0.0,0.0,0.0
0,31,5,0.08224839768513519,0.0,0.0,0.0,0.0
0,31,6,0.07864524968033655,0.0,0.0,0.0,0.0
0,31,7,0.08826000769148941,0.0,0.0,0.0,0.0
0,31,8,0.06413644108976131,0.0,0.0,0.0,0.0
0,31,9,0.07737976094891297,0.0,0.0,0.0,0.0
0,31,10,0.02063991539727762,0.0,0.0,0.0,0.0
0,31,11,0.048830727702484915,0.0,0.0,0.0,0.0
0,31,12,0.027061907505510685,0.0,0.0,0.0,0.0
0,31,13,0.020979884420728716,0.0,0.0,0.0,0.0
0,31,14,0.017576592448234243,0.0,0.0,0.0,0.0
0,31,15,0.06119275276195617,0.0,0.0,0.0,0.0
0,31,16,0.08739781129454437,0.0,0.0,0.0,0.0
0,31,17,0.023746398091895604,0.0,0.0,0.0,0.0
0,31,18,0.05963974689360184,0.0,0.0,0.0,0.0
0,31,19,0.03647308987622132,0.0,0.0,0.0,0.0
0,31,20,0.07680460743744277,0.0,0.0,0.0,0.0
0,31,24,0.01701224984618356,0.0,0.0,0.0,0.0
0,31,25,0.07425820974475726,0.0,0.0,0.0,0.0
0,31,26,0.007566644758185385,0.0,0.0,0.0,0.0
0,31,27,0.02499793539216217,0.0,0.0,0.0,0.0
0,31,28,0.04297120373111778,0.0,0.0,0.0,0.0
0,31,29,0.06881538346020372,0.0,0.0,0.0,0.0
0,31,32,0.034264494027438,0.0,0.0,0.0,0.0
0,31,33,0.055669718579947895,0.0,0.0,0.0,0.0
0,31,34,0.011376646395488264,0.0,0.0,0.0,0.0
0,31,35,0.07991970422039724,0.0,0.0,0.0,0.0
0,31,36,0.03949346958636026,0.0,0.0,0.0,0.0
0,31,38,0.061885586226067074,0.0,0.0,0.0,0.0
0,31,39,0.06853514760182611,0.0,0.0,0.0,0.0
0,31,40,0.07757481204454347,0.0,0.0,0.0,0.0
0,31,41,0.01096328101868657,0.0,0.0,0.0,0.0
0,31,42,0.06770395518511377,0.0,0.0,0.0,0.0
0,31,43,0.04694104048241317,0.0,0.0,0.0,0.0
0,31,44,0.08633843356330753,0.0,0.0,0.0,0.0
0,31,45,0.014560976658792737,0.0,0.0,0.0,0.0
0,31,46,0.02362053215494537,0.0,0.0,0.0,0.0
0,31,47,0.01864112294180678,0.0,0.0,0.0,0.0
0,31,48,0.011551322655700864,0.0,0.0,0.0,0.0
0,31,49,0.012286238288869725,0.0,0.0,0.0,0.0
0,31,50,0.02088513313510983,0.0,0.0,0.0,0.0
0,31,51,0.06420908245743902,0.0,0.0,0.0,0.0
0,31,52,0.02174062000991421,0.0,0.0,0.0,0.0
0,31,53,0.088084726538638,0.0,0.0,0.0,0.0
0,31,54,0.024381569694081014,0.0,0.0,0.0,0.0
0,31,55,0.017306824594050467,0.0,0.0,0.0,0.0
0,31,56,0.06775420457162498,0.0,0.0,0.0,0.0
0,31,57,0.06401689630089342,0.0,0.0,0.0,0.0
0,31,58,0.07682658711685765,0.0,0.0,0.0,0.0
0,31,59,0.039272404089352585,0.0,0.0,0.0,0.0
0,31,60,0.06424362388357949,0.0,0.0,0.0,0.0
0,31,61,0.08686085090281127,0.0,0.0,0.0,0.0
0,31,62,0.063082777071617,0.0,0.0,0.0,0.0
0,31,63,0.06806155851854044,0.0,0.0,0.0,0.0
0,32,0,0.027719482065051856,0.0,0.0,0.0,0.0
0,32,1,0.018206547948674615,0.0,0.0,0.0,0.0
0,32,2,0.04583905774648084,0.0,0.0,0.0,0.0
0,32,3,0.035668030459474545,0.0,0.0,0.0,0.0
0,32,4,0.04304976227727647,0.0,0.0,0.0,0.0
0,32,5,0.03634857787851181,0.0,0.0,0.0,0.0
0,32,6,0.07767059552276315,0.0,0.0,0.0,0.0
0,32,7,0.03363370399177326,0.0,0.0,0.0,0.0
0,32,8,0.08574036400764329,0.0,0.0,0.0,0.0
0,32,9,0.04067679335347392,0.0,0.0,0.0,0.0
0,32,10,0.054617845091673216,0.0,0.0,0.0,0.0
0,32,11,0.011721396695874041,0.0,0.0,0.0,0.0
0,32,12,0.06723428888740378,0.0,0.0,0.0,0.0
0,32,13,0.009045035459359115,0.0,0.0,0.0,0.0
0,32,14,0.02349949110546839,0.0,0.0,0.0,0.0
0,32,15,0.03638257860850815,0.0,0.0,0.0,0.0
0,32,16,0.07271516286586573,0.0,0.0,0.0,0.0
0,32,17,0.07503481308806337,0.0,0.0,0.0,0.0
0,32,18,0.056139867607524575,0.0,0.0,0.0,0.0
0,32,19,0.01059944739204737,0.0,0.0,0.0,0.0
0,32,20,0.0447021943828379,0.0,0.0,0.0,0.0
0,32,21,0.021315847993870353,0.0,0.0,0.0,0.0
0,32,22,0.04400152836308284,0.0,0.0,0.0,0.0
0,32,23,0.05817940971234508,0.0,0.0,0.0,0.0
0,32,24,0.08960481968976433,0.0,0.0,0.0,0.0
0,32,25,0.01207392799485724,0.0,0.0,0.0,0.0
0,32,26,0.03514770445781309,0.0,0.0,0.0,0.0
0,32,27,0.021706852298059486,0.0,0.0,0.0,0.0
0,32,28,0.08943956123994791,0.0,0.0,0.0,0.0
0,32,29,0.04363836719976874,0.0,0.0,0.0,0.0
0,32,30,0.08283776291063598,0.0,0.0,0.0,0.0
0,32,31,0.007342003603611209,0.0,0.0,0.0,0.0
0,32,33,0.056671980539674795,0.0,0.0,0.0,0.0
0,32,34,0.06234771006593369,0.0,0.0,0.0,0.0
0,32,35,0.08658940640277855,0.0,0.0,0.0,0.0
0,32,36,0.009795688489273452,0.0,0.0,0.0,0.0
0,32,37,0.07421716159822365,0.0,0.0,0.0,0.0
0,32,38,0.05591286343101587,0.0,0.0,0.0,0.0
0,32,39,0.026077920699358367,0.0,0.0,0.0,0.0
0,32,40,0.051369194304656335,0.0,0.0,0.0,0.0
0,32,41,0.07539720961317894,0.0,0.0,0.0,0.0
0,32,42,0.08878249264423489,0.0,0.0,0.0,0.0
0,32,43,0.03500134209725408,0.0,0.0,0.0,0.0
0,32,44,0.04861645712449765,0.0,0.0,0.0,0.0
0,32,45,0.07668474085472837,0.0,0.0,0.0,0.0
0,32,46,0.07027107274130977,0.0,0.0,0.0,0.0
0,32,47,0.013797343194009916,0.0,0.0,0.0,0.0
0,32,48,0.044697649231431394,0.0,0.0,0.0,0.0
0,32,49,0.026869620205275994,0.0,0.0,0.0,0.0
0,32,50,0.05095530978926857,0.0,0.0,0.0,0.0
0,32,51,0.03777891745845979,0.0,0.0,0.0,0.0
0,32,52,0.055157809205346804,0.0,0.0,0.0,0.0
0,32,53,0.014018565584037584,0.0,0.0,0.0,0.0
0,32,54,0.043687581767802526,0.0,0.0,0.0,0.0
0,32,55,0.06697133465539958,0.0,0.0,0.0,0.0
0,32,56,0.05031980322295182,0.0,0.0,0.0,0.0
0,32,57,0.06312815199973398,0.0,0.0,0.0,0.0
0,32,58,0.05059268593528767,0.0,0.0,0.0,0.0
0,32,59,0.07702692436177493,0.0,0.0,0.0,0.0
0,32,60,0.046090597272549313,0.0,0.0,0.0,0.0
0,32,61,0.03471912950076344,0.0,0.0,0.0,0.0
0,32,62,0.042446177668342217,0.0,0.0,0.0,0.0
0,32,63,0.01366312612492888,0.0,0.0,0.0,0.0
0,33,0,0.07134201066584067,0.0,0.0,0.0,0.0
0,33,1,0.06138151833874088,0.0,0.0,0.0,0.0
0,33,2,0.08241584283156381,0.0,0.0,0.0,0.0
0,33,3,0.07809142025426663,0.0,0.0,0.0,0.0
0,33,4,0.038063395313850126,0.0,0.0,0.0,0.0
0,33,5,0.03460149028211553,0.0,0.0,0.0,0.0
0,33,6,0.019524984096813643,0.0,0.0,0.0,0.0
0,33,7,0.0859296183278857,0.0,0.0,0.0,0.0
0,33,8,0.012168732323596582,0.0,0.0,0.0,0.0
0,33,9,0.06772407864671945,0.0,0.0,0.0,0.0
0,33,10,0.008140067391240275,0.0,0.0,0.0,0.0
0,33,11,0.0358636449154505,0.0,0.0,0.0,0.0
0,33,12,0.04704681747298227,0.0,0.0,0.0,0.0
0,33,13,0.0185835832830595,0.0,0.0,0.0,0.0
0,33,14,0.013967066974343115,0.0,0.0,0.0,0.0
0,33,15,0.024023185101079515,0.0,0.0,0.0,0.0
0,33,16,0.06237019448768924,0.0,0.0,0.0,0.0
0,33,17,0.011615581702831394,0.0,0.0,0.0,0.0
0,33,18,0.03240649517210345,0.0,0.0,0.0,0.0
0,33,19,0.0709665991893414,0.0,0.0,0.0,0.0
0,33,20,0.08031099456340099,0.0,0.0,0.0,0.0
0,33,21,0.006767933419279752,0.0,0.0,0.0,0.0
0,33,22,0.03448915488057369,0.0,0.0,0.0,0.0
0,33,23,0.0659796336639403,0.0,0.0,0.0,0.0
0,33,24,0.07448751664535765,0.0,0.0,0.0,0.0
0,33,25,0.052790179719652205,0.0,0.0,0.0,0.0
0,33,26,0.042786081418232105,0.0,0.0,0.0,0.0
0,33,27,0.0832556956313805,0.0,0.0,0.0,0.0
0,33,28,0.025991617253882403,0.0,0.0,0.0,0.0
0,33,29,0.031219197495571643,0.0,0.0,0.0,0.0
0,33,30,0.07840808498737326,0.0,0.0,0.0,0.0
0,33,31,0.05097239309273138,0.0,0.0,0.0,0.0
0,33,32,0.03816178270265828,0.0,0.0,0.0,0.0
0,33,34,0.052665481622771924,0.0,0.0,0.0,0.0
0,33,35,0.06669988473182543,0.0,0.0,0.0,0.0
0,33,36,0.01979240613717806,0.0,0.0,0.0,0.0
0,33,37,0.0604379773683253,0.0,0.0,0.0,0.0
0,33,38,0.062471785425381274,0.0,0.0,0.0,0.0
0,33,39,0.07743181014655452,0.0,0.0,0.0,0.0
0,33,40,0.01282912210726193,0.0,0.0,0.0,0.0
0,33,41,0.07517380854679674,0.0,0.0,0.0,0.0
0,33,42,0.03251995318355028,0.0,0.0,0.0,0.0
0,33,43,0.022931095198422305,0.0,0.0,0.0,0.0
0,33,44,0.07495973354771497,0.0,0.0,0.0,0.0
0,33,45,0.04664109909986782,0.0,0.0,0.0,0.0
0,33,46,0.08109929343443226,0.0,0.0,0.0,0.0
0,33,47,0.08963644503706154,0.0,0.0,0.0,0.0
0,33,48,0.07599555095143617,0.0,0.0,0.0,0.0
0,33,49,0.07334884882951617,0.0,0.0,0.0,0.0
0,33,50,0.02589095280474242,0.0,0.0,0.0,0.0
0,33,51,0.018115905536888577,0.0,0.0,0.0,0.0
0,33,52,0.03451844150170721,0.0,0.0,0.0,0.0
0,33,53,0.010499458364654678,0.0,0.0,0.0,0.0
0,33,54,0.029910183741674166,0.0,0.0,0.0,0.0
0,33,55,0.05614437024033908,0.0,0.0,0.0,0.0
0,33,56,0.050640292183302,0.0,0.0,0.0,0.0
0,33,57,0.05493753679937256,0.0,0.0,0.0,0.0
0,33,58,0.061681412395365,0.0,0.0,0.0,0.0
0,33,59,0.027333735930502798,0.0,0.0,0.0,0.0
0,33,60,0.0751334352546257,0.0,0.0,0.0,0.0
0,33,61,0.02982492309020275,0.0,0.0,0.0,0.0
0,33,62,0.02621390807799122,0.0,0.0,0.0,0.0
0,33,63,0.05885272658003445,0.0,0.0,0.0,0.0
0,34,0,0.0207054296687312,0.0,0.0,0.0,0.0
0,34,1,0.08941005090165856,0.0,0.0,0.0,0.0
0,34,2,0.007819400956710004,0.0,0.0,0.0,0.0
0,34,3,0.07854345973076929,0.0,0.0,0.0,0.0
0,34,4,0.02449948642933604,0.0,0.0,0.0,0.0
0,34,5,0.0363400665391475,0.0,0.0,0.0,0.0
0,34,6,0.07346423879640726,0.0,0.0,0.0,0.0
0,34,7,0.08225476044043657,0.0,0.0,0.0,0.0
0,34,8,0.03167697974044066,0.0,0.0,0.0,0.0
0,34,9,0.07873314369548112,0.0,0.0,0.0,0.0
0,34,10,0.05321574172783143,0.0,0.0,0.0,0.0
0,34,11,0.05071340550458705,0.0,0.0,0.0,0.0
0,34,12,0.019844880517029907,0.0,0.0,0.0,0.0
0,34,13,0.04720034863966224,0.0,0.0,0.0,0.0
0,34,14,0.05116089243210734,0.0,0.0,0.0,0.0
0,34,15,0.018142553594652597,0.0,0.0,0.0,0.0
0,34,16,0.07011736054401814,0.0,0.0,0.0,0.0
0,34,17,0.024522454000547332,0.0,0.0,0.0,0.0
0,34,18,0.026139084637890095,0.0,0.0,0.0,0.0
0,34,19,0.028207953437206085,0.0,0.0,0.0,0.0
0,34,20,0.019662191533591535,0.0,0.0,0.0,0.0
0,34,21,0.02811520605628752,0.0,0.0,0.0,0.0
0,34,22,0.055085295164552586,0.0,0.0,0.0,0.0
0,34,23,0.08935720730605767,0.0,0.0,0.0,0.0
0,34,24,0.013384543519074178,0.0,0.0,0.0,0.0
0,34,25,0.05889827272161232,0.0,0.0,0.0,0.0
0,34,26,0.016170358201646397,0.0,0.0,0.0,0.0
0,34,27,0.07458591729845473,0.0,0.0,0.0,0.0
0,34,28,0.08387089474934405,0.0,0.0,0.0,0.0
0,34,29,0.05505311446470012,0.0,0.0,0.0,0.0
0,34,30,0.00992552486600798,0.0,0.0,0.0,0.0
0,34,31,0.08148729103024151,0.0,0.0,0.0,0.0
0,34,32,0.03020283358573276,0.0,0.0,0.0,0.0
0,34,33,0.05418837727805352,0.0,0.0,0.0,0.0
0,34,35,0.04911862025099149,0.0,0.0,0.0,0.0
0,34,36,0.008255283106519328,0.0,0.0,0.0,0.0
0,34,37,0.026615316919498526,0.0,0.0,0.0,0.0
0,34,38,0.02138176703790487,0.0,0.0,0.0,0.0
0,34,39,0.0251883168594706,0.0,0.0,0.0,0.0
0,34,40,0.08315435913243749,0.0,0.0,0.0,0.0
0,34,41,0.07026676682120489,0.0,0.0,0.0,0.0
0,34,42,0.02605515867414334,0.0,0.0,0.0,0.0
0,34,43,0.07459450247477725,0.0,0.0,0.0,0.0
0,34,44,0.061935424709673934,0.0,0.0,0.0,0.0
0,34,45,0.03326452650687523,0.0,0.0,0.0,0.0
0,34,46,0.08167808003246059,0.0,0.0,0.0,0.0
0,34,47,0.03235710899776646,0.0,0.0,0.0,0.0
0,34,48,0.020418088370619595,0.0,0.0,0.0,0.0
0,34,49,0.020912873072167742,0.0,0.0,0.0,0.0
0,34,50,0.08821771090312713,0.0,0.0,0.0,0.0
0,34,51,0.07032395461179904,0.0,0.0,0.0,0.0
0,34,52,0.05128432356287413,0.0,0.0,0.0,0.0
0,34,53,0.021212710558043794,0.0,0.0,0.0,0.0
0,34,54,0.01985531253215042,0.0,0.0,0.0,0.0
0,34,55,0.047130175661172315,0.0,0.0,0.0,0.0
0,34,56,0.06993978419151559,0.0,0.0,0.0,0.0
0,34,57,0.060760759207875596,0.0,0.0,0.0,0.0
0,34,58,0.020842869334760115,0.0,0.0,0.0,0.0
0,34,59,0.08721628677354469,0.0,0.0,0.0,0.0
0,34,60,0.05259212806854678,0.0,0.0,0.0,0.0
0,34,61,0.006192864257505361,0.0,0.0,0.0,0.0
0,34,62,0.021565055121311315,0.0,0.0,0.0,0.0
0,34,63,0.05056161335142688,0.0,0.0,0.0,0.0
0,35,0,0.06432469350815267,0.0,0.0,0.0,0.0
0,35,1,0.04714873078336457,0.0,0.0,0.0,0.0
0,35,2,0.07132016562179623,0.0,0.0,0.0,0.0
0,35,3,0.051609768481421084,0.0,0.0,0.0,0.0
0,35,4,0.023019692585306402,0.0,0.0,0.0,0.0
0,35,5,0.037403174935566316,0.0,0.0,0.0,0.0
0,35,6,0.05503359761492227,0.0,0.0,0.0,0.0
0,35,7,0.03064382254274036,0.0,0.0,0.0,0.0
0,35,8,0.018920464737439587,0.0,0.0,0.0,0.0
0,35,9,0.06026042600683387,0.0,0.0,0.0,0.0
0,35,10,0.062058354141952994,0.0,0.0,0.0,0.0
0,35,11,0.07764852945250394,0.0,0.0,0.0,0.0
0,35,12,0.026345562563340717,0.0,0.0,0.0,0.0
0,35,13,0.048957716713036364,0.0,0.0,0.0,0.0
0,35,14,0.07888042574041598,0.0,0.0,0.0,0.0
0,35,15,0.05031157355425734,0.0,0.0,0.0,0.0
0,35,16,0.07365454016396543,0.0,0.0,0.0,0.0
0,35,17,0.027189830940739707,0.0,0.0,0.0,0.0
0,35,18,0.07871618607816465,0.0,0.0,0.0,0.0
0,35,19,0.08552941246027712,0.0,0.0,0.0,0.0
0,35,20,0.055537829577266946,0.0,0.0,0.0,0.0
0,35,21,0.06542117985581118,0.0,0.0,0.0,0.0
0,35,22,0.01731150101418498,0.0,0.0,0.0,0.0
0,35,23,0.08291409994867971,0.0,0.0,0.0,0.0
0,35,24,0.009919143286370037,0.0,0.0,0.0,0.0
0,35,25,0.07238600386600678,0.0,0.0,0.0,0.0
0,35,26,0.08106107285813156,0.0,0.0,0.0,0.0
0,35,27,0.026360203554380936,0.0,0.0,0.0,0.0
0,35,29,0.06112703369645535,0.0,0.0,0.0,0.0
0,35,30,0.08735411167732977,0.0,0.0,0.0,0.0
0,35,31,0.05884426932479455,0.0,0.0,0.0,0.0
0,35,32,0.05019346679198815,0.0,0.0,0.0,0.0
0,35,33,0.006016755058172344,0.0,0.0,0.0,0.0
0,35,34,0.03412983988347322,0.0,0.0,0.0,0.0
0,35,37,0.07107078810754192,0.0,0.0,0.0,0.0
0,35,38,0.08308383679662484,0.0,0.0,0.0,0.0
0,35,39,0.011896283039472252,0.0,0.0,0.0,0.0
0,35,40,0.020218794509340714,0.0,0.0,0.0,0.0
0,35,41,0.010640086295163583,0.0,0.0,0.0,0.0
0,35,42,0.055627358528347055,0.0,0.0,0.0,0.0
0,35,43,0.034417257529344755,0.0,0.0,0.0,0.0
0,35,44,0.03641149083907046,0.0,0.0,0.0,0.0
0,35,45,0.04042311128132547,0.0,0.0,0.0,0.0
0,35,46,0.015193083504747214,0.0,0.0,0.0,0.0
0,35,47,0.008476031398794102,0.0,0.0,0.0,0.0
0,35,48,0.04333276711419859,0.0,0.0,0.0,0.0
0,35,49,0.007629430385378815,0.0,0.0,0.0,0.0
0,35,50,0.0891300947363369,0.0,0.0,0.0,0.0
0,35,51,0.02526126638586116,0.0,0.0,0.0,0.0
0,35,52,0.030045892326462265,0.0,0.0,0.0,0.0
0,35,53,0.014527054663373265,0.0,0.0,0.0,0.0
0,35,54,0.01768857694984917,0.0,0.0,0.0,0.0
0,35,55,0.02153541221477593,0.0,0.0,0.0,0.0
0,35,56,0.06919843361224745,0.0,0.0,0.0,0.0
0,35,57,0.046421170878774454,0.0,0.0,0.0,0.0
0,35,58,0.009823914446978946,0.0,0.0,0.0,0.0
0,35,59,0.006098607870037944,0.0,0.0,0.0,0.0
0,35,60,0.021660237341201864,0.0,0.0,0.0,0.0
0,35,61,0.07905514824883211,0.0,0.0,0.0,0.0
0,35,62,0.0157114351030097,0.0,0.0,0.0,0.0
0,35,63,0.07845047357073834,0.0,0.0,0.0,0.0
0,36,0,0.04291155546600642,0.0,0.0,0.0,0.0
0,36,1,0.07570287240528009,0.0,0.0,0.0,0.0
0,36,2,0.08249016292178289,0.0,0.0,0.0,0.0
0,36,3,0.0174813297642908,0.0,0.0,0.0,0.0
0,36,4,0.07792573762004838,0.0,0.0,0.0,0.0
0,36,5,0.028548180610204553,0.0,0.0,0.0,0.0
0,36,6,0.021279001744887647,0.0,0.0,0.0,0.0
0,36,7,0.06853728697761106,0.0,0.0,0.0,0.0
0,36,8,0.011142149995376504,0.0,0.0,0.0,0.0
0,36,9,0.08935818504465141,0.0,0.0,0.0,0.0
0,36,10,0.06085782802962674,0.0,0.0,0.0,0.0
0,36,11,0.033834333198255136,0.0,0.0,0.0,0.0
0,36,12,0.08506675228440097,0.0,0.0,0.0,0.0
0,36,13,0.027989094382417763,0.0,0.0,0.0,0.0
0,36,14,0.044354796214255816,0.0,0.0,0.0,0.0
0,36,15,0.01757845523852252,0.0,0.0,0.0,0.0
0,36,16,0.06887342906587429,0.0,0.0,0.0,0.0
0,36,17,0.06821195351878198,0.0,0.0,0.0,0.0
0,36,18,0.04414373838481474,0.0,0.0,0.0,0.0
0,36,19,0.06081829691911469,0.0,0.0,0.0,0.0
0,36,20,0.015945177746612423,0.0,0.0,0.0,0.0
0,36,21,0.05278469313132601,0.0,0.0,0.0,0.0
0,36,22,0.08557905188949115,0.0,0.0,0.0,0.0
0,36,23,0.006370305415914671,0.0,0.0,0.0,0.0
0,36,24,0.03997600102638406,0.0,0.0,0.0,0.0
0,36,25,0.03873793045318527,0.0,0.0,0.0,0.0
0,36,26,0.07860052611221414,0.0,0.0,0.0,0.0
0,36,27,0.047050427842722516,0.0,0.0,0.0,0.0
0,36,28,0.05596603017643642,0.0,0.0,0.0,0.0
0,36,31,0.009325175834790145,0.0,0.0,0.0,0.0
0,36,32,0.050336153645392526,0.0,0.0,0.0,0.0
0,36,33,0.0879891402506168,0.0,0.0,0.0,0.0
0,36,34,0.05395432173941619,0.0,0.0,0.0,0.0
0,36,38,0.0072343386508185396,0.0,0.0,0.0,0.0
0,36,39,0.006823730312273144,0.0,0.0,0.0,0.0
0,36,40,0.06386844315143658,0.0,0.0,0.0,0.0
0,36,42,0.009655698078506051,0.0,0.0,0.0,0.0
0,36,43,0.006299252199945878,0.0,0.0,0.0,0.0
0,36,44,0.05942933728652275,0.0,0.0,0.0,0.0
0,36,45,0.012385892797221241,0.0,0.0,0.0,0.0
0,36,46,0.023983153433850393,0.0,0.0,0.0,0.0
0,36,47,0.04590347608446109,0.0,0.0,0.0,0.0
0,36,48,0.015102714278540014,0.0,0.0,0.0,0.0
0,36,49,0.07614375281859337,0.0,0.0,0.0,0.0
0,36,50,0.0400033461256441,0.0,0.0,0.0,0.0
0,36,51,0.012647584547150193,0.0,0.0,0.0,0.0
0,36,52,0.014799815652452572,0.0,0.0,0.0,0.0
0,36,53,0.08262097947980074,0.0,0.0,0.0,0.0
0,36,54,0.05910373515851309,0.0,0.0,0.0,0.0
0,36,55,0.08458948365472746,0.0,0.0,0.0,0.0
0,36,56,0.014607970985176424,0.0,0.0,0.0,0.0
0,36,57,0.008862876726818007,0.0,0.0,0.0,0.0
0,36,58,0.06885168681034103,0.0,0.0,0.0,0.0
0,36,59,0.01697604400438605,0.0,0.0,0.0,0.0
0,36,60,0.0652055074965251,0.0,0.0,0.0,0.0
0,36,61,0.033422972897836585,0.0,0.0,0.0,0.0
0,36,62,0.04654604186328465,0.0,0.0,0.0,0.0
0,36,63,0.03919503434267039,0.0,0.0,0.0,0.0
0,37,0,0.007460052846485413,0.0,0.0,0.0,0.0
0,37,1,0.02845929124544927,0.0,0.0,0.0,0.0
0,37,2,0.048324128778562944,0.0,0.0,0.0,0.0
0,37,3,0.03373724969091747,0.0,0.0,0.0,0.0
0,37,4,0.07553406230757355,0.0,0.0,0.0,0.0
0,37,5,0.05805744306193847,0.0,0.0,0.0,0.0
0,37,6,0.05063823216776365,0.0,0.0,0.0,0.0
0,37,7,0.046542948577899736,0.0,0.0,0.0,0.0
0,37,8,0.057307383717087435,0.0,0.0,0.0,0.0
0,37,9,0.0809696653328222,0.0,0.0,0.0,0.0
0,37,10,0.06378556412175591,0.0,0.0,0.0,0.0
0,37,11,0.006538795017967542,0.0,0.0,0.0,0.0
0,37,12,0.08521775435235066,0.0,0.0,0.0,0.0
0,37,13,0.06465284966236194,0.0,0.0,0.0,0.0
0,37,14,0.07287236180885795,0.0,0.0,0.0,0.0
0,37,15,0.0898316316568125,0.0,0.0,0.0,0.0
0,37,16,0.05922513790002522,0.0,0.0,0.0,0.0
0,37,17,0.03754728748790965,0.0,0.0,0.0,0.0
0,37,18,0.07881241322675146,0.0,0.0,0.0,0.0
0,37,19,0.013327591321329622,0.0,0.0,0.0,0.0
0,37,20,0.07534060413571476,0.0,0.0,0.0,0.0
0,37,21,0.0464611909448582,0.0,0.0,0.0,0.0
0,37,23,0.08730947881074592,0.0,0.0,0.0,0.0
0,37,24,0.014875679541566447,0.0,0.0,0.0,0.0
0,37,25,0.02761641910049626,0.0,0.0,0.0,0.0
0,37,26,0.059740124452846544,0.0,0.0,0.0,0.0
0,37,27,0.027044110121978715,0.0,0.0,0.0,0.0
0,37,28,0.04289223940774371,0.0,0.0,0.0,0.0
0,37,32,0.006016627266230987,0.0,0.0,0.0,0.0
0,37,33,0.0761954713197218,0.0,0.0,0.0,0.0
0,37,34,0.02113044821252654,0.0,0.0,0.0,0.0
0,37,39,0.04547350162205619,0.0,0.0,0.0,0.0
0,37,40,0.028996344557481367,0.0,0.0,0.0,0.0
0,37,41,0.036378076168457306,0.0,0.0,0.0,0.0
0,37,43,0.08950270611361973,0.0,0.0,0.0,0.0
0,37,44,0.007247256172536225,0.0,0.0,0.0,0.0
0,37,45,0.019203731291756693,0.0,0.0,0.0,0.0
0,37,46,0.059259900748597334,0.0,0.0,0.0,0.0
0,37,47,0.04220647823110921,0.0,0.0,0.0,0.0
0,37,48,0.03144615439483121,0.0,0.0,0.0,0.0
0,37,49,0.042860091361881784,0.0,0.0,0.0,0.0
0,37,50,0.017172913040597176,0.0,0.0,0.0,0.0
0,37,51,0.08222555266949298,0.0,0.0,0.0,0.0
0,37,52,0.05655889576250541,0.0,0.0,0.0,0.0
0,37,53,0.06877910199109713,0.0,0.0,0.0,0.0
0,37,54,0.043147334740123486,0.0,0.0,0.0,0.0
0,37,55,0.01411309749795046,0.0,0.0,0.0,0.0
0,37,56,0.010422436864880324,0.0,0.0,0.0,0.0
0,37,57,0.03904226728862054,0.0,0.0,0.0,0.0
0,37,58,0.03437439155953692,0.0,0.0,0.0,0.0
0,37,59,0.028600039137853882,0.0,0.0,0.0,0.0
0,37,60,0.07807144607095895,0.0,0.0,0.0,0.0
0,37,61,0.08040330011048415,0.0,0.0,0.0,0.0
0,37,62,0.08142243672804444,0.0,0.0,0.0,0.0
0,37,63,0.05614323411265758,0.0,0.0,0.0,0.0
0,38,0,0.03208380470536355,0.0,0.0,0.0,0.0
0,38,1,0.0616671807487092,0.0,0.0,0.0,0.0
0,38,2,0.07063761055570723,0.0,0.0,0.0,0.0
0,38,3,0.021306274408588476,0.0,0.0,0.0,0.0
0,38,4,0.008267108377083424,0.0,0.0,0.0,0.0
0,38,5,0.07622903752168363,0.0,0.0,0.0,0.0
0,38,6,0.030325637274475917,0.0,0.0,0.0,0.0
0,38,7,0.052628260810693515,0.0,0.0,0.0,0.0
0,38,8,0.032827402282215215,0.0,0.0,0.0,0.0
0,38,9,0.07183176771537172,0.0,0.0,0.0,0.0
0,38,10,0.047728709029545256,0.0,0.0,0.0,0.0
0,38,11,0.0659441530760368,0.0,0.0,0.0,0.0
0,38,12,0.016064055303817933,0.0,0.0,0.0,0.0
0,38,13,0.010189545722090337,0.0,0.0,0.0,0.0
0,38,14,0.05912979221772058,0.0,0.0,0.0,0.0
0,38,15,0.03669371346580038,0.0,0.0,0.0,0.0
0,38,16,0.02269057696339876,0.0,0.0,0.0,0.0
0,38,17,0.0744464372903449,0.0,0.0,0.0,0.0
0,38,18,0.07548186159159254,0.0,0.0,0.0,0.0
0,38,19,0.07800857792297702,0.0,0.0,0.0,0.0
0,38,20,0.048642675865803474,0.0,0.0,0.0,0.0
0,38,21,0.08643669018438599,0.0,0.0,0.0,0.0
0,38,22,0.08847557418203715,0.0,0.0,0.0,0.0
